Date;Poule_brute;Ponte_brute;Ponte;Effectif;Etat_oeuf;Doute;Remarques
2024-01-16;Albertine;;0;1;RAS;False;
2024-01-16;MARANS_TOTAL;;0;3;RAS;False;
2024-01-16;NINA_TINA;;0;2;RAS;False;
2024-01-17;NINA_TINA;;0;2;RAS;False;
2024-01-17;Nina;;0;1;RAS;False;
2024-01-17;Albertine;;0;1;RAS;False;
2024-01-17;Tina;;0;1;RAS;False;
2024-01-17;MARANS_TOTAL;;0;3;RAS;False;
2024-01-18;NINA_TINA;;0;2;RAS;False;
2024-01-18;MARANS_TOTAL;;0;3;RAS;False;
2024-01-18;Albertine;;0;1;RAS;False;
2024-01-18;Nina;;0;1;RAS;False;
2024-01-18;Tina;;0;1;RAS;False;
2024-01-19;NINA_TINA;;0;2;RAS;False;
2024-01-19;Tina;;0;1;RAS;False;
2024-01-19;MARANS_TOTAL;;0;3;RAS;False;
2024-01-19;Albertine;;0;1;RAS;False;
2024-01-19;Nina;;0;1;RAS;False;
2024-01-20;Albertine;;0;1;RAS;False;
2024-01-20;Nina;;0;1;RAS;False;
2024-01-20;NINA_TINA;;0;2;RAS;False;
2024-01-20;MARANS_TOTAL;;0;3;RAS;False;
2024-01-20;Tina;;0;1;RAS;False;
2024-01-21;MARANS_TOTAL;;0;3;RAS;False;
2024-01-21;Nina;;0;1;RAS;False;
2024-01-21;Albertine;;0;1;RAS;False;
2024-01-21;NINA_TINA;;0;2;RAS;False;
2024-01-21;Tina;;0;1;RAS;False;
2024-01-22;Tina;;0;1;RAS;False;
2024-01-22;Albertine;;0;1;RAS;False;
2024-01-22;Nina;;0;1;RAS;False;
2024-01-22;NINA_TINA;;0;2;RAS;False;
2024-01-22;MARANS_TOTAL;;0;3;RAS;False;
2024-01-23;Nina;;0;1;RAS;False;
2024-01-23;Albertine;;0;1;RAS;False;
2024-01-23;Tina;;0;1;RAS;False;
2024-01-23;NINA_TINA;;0;2;RAS;False;
2024-01-23;MARANS_TOTAL;;0;3;RAS;False;
2024-01-24;MARANS_TOTAL;;0;3;RAS;False;
2024-01-24;Tina;;0;1;RAS;False;
2024-01-24;Nina;;0;1;RAS;False;
2024-01-24;NINA_TINA;;0;2;RAS;False;
2024-01-24;Albertine;;0;1;RAS;False;
2024-01-25;Nina;;0;1;RAS;False;
2024-01-25;NINA_TINA;;0;2;RAS;False;
2024-01-25;Albertine;;0;1;RAS;False;
2024-01-25;Tina;;0;1;RAS;False;
2024-01-25;MARANS_TOTAL;;0;3;RAS;False;
2024-01-26;NINA_TINA;;0;2;RAS;False;
2024-01-26;MARANS_TOTAL;;0;3;RAS;False;
2024-01-26;Nina;;0;1;RAS;False;
2024-01-26;Albertine;;0;1;RAS;False;
2024-01-26;Tina;;0;1;RAS;False;
2024-01-27;Tina;;0;1;RAS;False;
2024-01-27;MARANS_TOTAL;;0;3;RAS;False;
2024-01-27;NINA_TINA;;0;2;RAS;False;
2024-01-27;Albertine;;0;1;RAS;False;
2024-01-27;Nina;;0;1;RAS;False;
2024-01-28;MARANS_TOTAL;;0;3;RAS;False;
2024-01-28;Tina;;0;1;RAS;False;
2024-01-28;NINA_TINA;;0;2;RAS;False;
2024-01-28;Albertine;;0;1;RAS;False;
2024-01-28;Nina;;0;1;RAS;False;
2024-01-29;Nina;;0;1;RAS;False;
2024-01-29;Tina;;0;1;RAS;False;
2024-01-29;MARANS_TOTAL;;0;3;RAS;False;
2024-01-29;NINA_TINA;;0;2;RAS;False;
2024-01-29;Albertine;;0;1;RAS;False;
2024-01-30;Tina;;0;1;RAS;False;
2024-01-30;Albertine;;0;1;RAS;False;
2024-01-30;Nina;;0;1;RAS;False;
2024-01-30;MARANS_TOTAL;1;1;3;RAS;False;
2024-01-30;NINA_TINA;x;1;2;RAS;False;
2024-01-31;Albertine;;0;1;RAS;False;
2024-01-31;Nina;;0;1;RAS;False;
2024-01-31;NINA_TINA;x;1;2;RAS;False;
2024-01-31;Tina;x ?;1;1;RAS;True;
2024-01-31;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-01;Albertine;;0;1;RAS;False;
2024-02-01;Tina;;0;1;RAS;False;
2024-02-01;NINA_TINA;;0;2;RAS;False;
2024-02-01;MARANS_TOTAL;;0;3;RAS;False;
2024-02-01;Nina;;0;1;RAS;False;
2024-02-02;Tina;;0;1;RAS;False;
2024-02-02;Albertine;;0;1;RAS;False;
2024-02-02;Nina;;0;1;RAS;False;
2024-02-02;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-02;NINA_TINA;x;1;2;RAS;False;
2024-02-03;Albertine;;0;1;RAS;False;
2024-02-03;Tina;;0;1;RAS;False;
2024-02-03;Nina;;0;1;RAS;False;
2024-02-03;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-03;NINA_TINA;x;1;2;RAS;False;
2024-02-04;Albertine;;0;1;RAS;False;
2024-02-04;Nina;;0;1;RAS;False;
2024-02-04;Tina;;0;1;RAS;False;
2024-02-04;NINA_TINA;;0;2;RAS;False;
2024-02-04;MARANS_TOTAL;;0;3;RAS;False;
2024-02-05;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-05;Albertine;x;1;1;RAS;False;
2024-02-05;Nina;;0;1;RAS;False;
2024-02-05;NINA_TINA;;0;2;RAS;False;
2024-02-05;Tina;;0;1;RAS;False;
2024-02-06;Albertine;;0;1;RAS;False;
2024-02-06;Nina;;0;1;RAS;False;
2024-02-06;NINA_TINA;;0;2;RAS;False;
2024-02-06;Tina;;0;1;RAS;False;
2024-02-06;MARANS_TOTAL;;0;3;RAS;False;
2024-02-07;Tina;;0;1;RAS;False;
2024-02-07;NINA_TINA;x;1;2;RAS;False;
2024-02-07;Nina;;0;1;RAS;False;
2024-02-07;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-07;Albertine;x;1;1;RAS;False;
2024-02-08;Albertine;;0;1;RAS;False;
2024-02-08;NINA_TINA;;0;2;RAS;False;
2024-02-08;Nina;;0;1;RAS;False;
2024-02-08;Tina;;0;1;RAS;False;
2024-02-08;MARANS_TOTAL;;0;3;RAS;False;
2024-02-09;NINA_TINA;x;1;2;RAS;False;
2024-02-09;Albertine;x;1;1;RAS;False;
2024-02-09;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-09;Tina;;0;1;RAS;False;
2024-02-09;Nina;;0;1;RAS;False;
2024-02-10;NINA_TINA;;0;2;RAS;False;
2024-02-10;Tina;;0;1;RAS;False;
2024-02-10;MARANS_TOTAL;;0;3;RAS;False;
2024-02-10;Albertine;;0;1;RAS;False;
2024-02-10;Nina;;0;1;RAS;False;
2024-02-11;Nina;;0;1;RAS;False;
2024-02-11;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-11;Tina;;0;1;RAS;False;
2024-02-11;NINA_TINA;x;1;2;RAS;False;
2024-02-11;Albertine;x;1;1;RAS;False;
2024-02-12;NINA_TINA;;0;2;RAS;False;
2024-02-12;Tina;;0;1;RAS;False;
2024-02-12;Nina;;0;1;RAS;False;
2024-02-12;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-12;Albertine;x ?;1;1;RAS;True;
2024-02-13;Albertine;;0;1;RAS;False;
2024-02-13;Nina;;0;1;RAS;False;
2024-02-13;Tina;;0;1;RAS;False;
2024-02-13;NINA_TINA;;0;2;RAS;False;
2024-02-13;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-14;Tina;;0;1;RAS;False;
2024-02-14;NINA_TINA;x;1;2;RAS;False;
2024-02-14;Albertine;x;1;1;RAS;False;
2024-02-14;Nina;;0;1;RAS;False;
2024-02-14;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-15;Albertine;;0;1;RAS;False;
2024-02-15;Nina;;0;1;RAS;False;
2024-02-15;NINA_TINA;;0;2;RAS;False;
2024-02-15;Tina;;0;1;RAS;False;
2024-02-15;MARANS_TOTAL;;0;3;RAS;False;
2024-02-16;NINA_TINA;x;1;2;RAS;False;
2024-02-16;MARANS_TOTAL;2;2;3;RAS;False;
2024-02-16;Tina;;0;1;RAS;False;
2024-02-16;Albertine;x;1;1;RAS;False;
2024-02-16;Nina;;0;1;RAS;False;
2024-02-17;NINA_TINA;x;1;2;RAS;False;
2024-02-17;Tina;x ?;1;1;RAS;True;
2024-02-17;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-17;Nina;;0;1;RAS;False;
2024-02-17;Albertine;;0;1;RAS;False;
2024-02-18;Nina;;0;1;RAS;False;
2024-02-18;NINA_TINA;;0;2;RAS;False;
2024-02-18;Albertine;;0;1;RAS;False;
2024-02-18;MARANS_TOTAL;;0;3;RAS;False;
2024-02-18;Tina;;0;1;RAS;False;
2024-02-19;Tina;;0;1;RAS;False;
2024-02-19;Nina;;0;1;RAS;False;
2024-02-19;Albertine;;0;1;RAS;False;
2024-02-19;NINA_TINA;;0;2;RAS;False;
2024-02-19;MARANS_TOTAL;;0;3;RAS;False;
2024-02-20;Nina;;0;1;RAS;False;
2024-02-20;Tina;;0;1;RAS;False;
2024-02-20;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-20;Albertine;;0;1;RAS;False;
2024-02-20;NINA_TINA;x;1;2;RAS;False;
2024-02-21;NINA_TINA;2x;1;2;RAS;False;
2024-02-21;Tina;x ;1;1;RAS;False;
2024-02-21;MARANS_TOTAL;3;3;3;RAS;False;
2024-02-21;Nina;;0;1;RAS;False;
2024-02-21;Albertine;x(cassé);1;1;cassé;False;
2024-02-22;MARANS_TOTAL;;0;3;RAS;False;
2024-02-22;Tina;;0;1;RAS;False;
2024-02-22;Nina;;0;1;RAS;False;
2024-02-22;Albertine;;0;1;RAS;False;
2024-02-22;NINA_TINA;;0;2;RAS;False;
2024-02-23;NINA_TINA;x;1;2;RAS;False;
2024-02-23;Albertine;x;1;1;RAS;False;
2024-02-23;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-23;Tina;;0;1;RAS;False;
2024-02-23;Nina;;0;1;RAS;False;
2024-02-24;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-24;Albertine;;0;1;RAS;False;
2024-02-24;Nina;;0;1;RAS;False;
2024-02-24;NINA_TINA;x;1;2;RAS;False;
2024-02-24;Tina;;0;1;RAS;False;
2024-02-25;Nina;;0;1;RAS;False;
2024-02-25;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-25;Tina;x ?;1;1;RAS;True;
2024-02-25;NINA_TINA;x;1;2;RAS;False;
2024-02-25;Albertine;;0;1;RAS;False;
2024-02-26;Nina;;0;1;RAS;False;
2024-02-26;Tina;;0;1;RAS;False;
2024-02-26;NINA_TINA;;0;2;RAS;False;
2024-02-26;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-26;Albertine;x;1;1;RAS;False;
2024-02-27;Nina;;0;1;RAS;False;
2024-02-27;Albertine;;0;1;RAS;False;
2024-02-27;Tina;;0;1;RAS;False;
2024-02-27;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-27;NINA_TINA;x;1;2;RAS;False;
2024-02-28;Tina;;0;1;RAS;False;
2024-02-28;MARANS_TOTAL;1;1;3;RAS;False;
2024-02-28;Albertine;;0;1;RAS;False;
2024-02-28;Nina;;0;1;RAS;False;
2024-02-28;NINA_TINA;x;1;2;RAS;False;
2024-02-29;Nina;;0;1;RAS;False;
2024-02-29;Tina;;0;1;RAS;False;
2024-02-29;Albertine;;0;1;RAS;False;
2024-02-29;NINA_TINA;;0;2;RAS;False;
2024-02-29;MARANS_TOTAL;;0;3;RAS;False;
2024-03-01;Albertine;x;1;1;RAS;False;
2024-03-01;NINA_TINA;x;1;2;RAS;False;
2024-03-01;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-01;Tina;;0;1;RAS;False;
2024-03-01;Nina;;0;1;RAS;False;
2024-03-02;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-02;NINA_TINA;x;1;2;RAS;False;
2024-03-02;Tina;;0;1;RAS;False;
2024-03-02;Nina;;0;1;RAS;False;
2024-03-02;Albertine;x;1;1;RAS;False;
2024-03-03;Tina;;0;1;RAS;False;
2024-03-03;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-03;NINA_TINA;x;1;2;RAS;False;
2024-03-03;Albertine;;0;1;RAS;False;
2024-03-03;Nina;;0;1;RAS;False;
2024-03-04;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-04;Tina;;0;1;RAS;False;
2024-03-04;NINA_TINA;x;1;2;RAS;False;
2024-03-04;Albertine;x;1;1;RAS;False;
2024-03-04;Nina;;0;1;RAS;False;
2024-03-05;Nina;;0;1;RAS;False;
2024-03-05;Tina;;0;1;RAS;False;
2024-03-05;Albertine;x;1;1;RAS;False;
2024-03-05;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-05;NINA_TINA;;0;2;RAS;False;
2024-03-06;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-06;Albertine;x;1;1;RAS;False;
2024-03-06;NINA_TINA;x;1;2;RAS;False;
2024-03-06;Tina;x;1;1;RAS;False;
2024-03-06;Nina;;0;1;RAS;False;
2024-03-07;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-07;Nina;;0;1;RAS;False;
2024-03-07;NINA_TINA;x;1;2;RAS;False;
2024-03-07;Tina;;0;1;RAS;False;
2024-03-07;Albertine;;0;1;RAS;False;
2024-03-08;Nina;;0;1;RAS;False;
2024-03-08;Albertine;x;1;1;RAS;False;
2024-03-08;NINA_TINA;x;1;2;RAS;False;
2024-03-08;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-08;Tina;;0;1;RAS;False;
2024-03-09;Tina;;0;1;RAS;False;
2024-03-09;Albertine;x;1;1;RAS;False;
2024-03-09;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-09;NINA_TINA;;0;2;RAS;False;
2024-03-09;Nina;;0;1;RAS;False;
2024-03-10;Albertine;x;1;1;RAS;False;
2024-03-10;Nina;;0;1;RAS;False;
2024-03-10;NINA_TINA;x;1;2;RAS;False;
2024-03-10;Tina;;0;1;RAS;False;
2024-03-10;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-11;Nina;;0;1;RAS;False;
2024-03-11;Tina;;0;1;RAS;False;
2024-03-11;Albertine;x;1;1;RAS;False;
2024-03-11;NINA_TINA;x;1;2;RAS;False;
2024-03-11;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-12;NINA_TINA;;0;2;RAS;False;
2024-03-12;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-12;Albertine;x ?;1;1;RAS;True;
2024-03-12;Nina;;0;1;RAS;False;
2024-03-12;Tina;x;1;1;RAS;False;
2024-03-13;Albertine;x;1;1;RAS;False;
2024-03-13;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-13;Nina;;0;1;RAS;False;
2024-03-13;Tina;;0;1;RAS;False;
2024-03-13;NINA_TINA;;0;2;RAS;False;
2024-03-14;Nina;;0;1;RAS;False;
2024-03-14;NINA_TINA;x;1;2;RAS;False;
2024-03-14;Albertine;x;1;1;RAS;False;
2024-03-14;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-14;Tina;;0;1;RAS;False;
2024-03-15;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-15;NINA_TINA;x;1;2;RAS;False;
2024-03-15;Nina;;0;1;RAS;False;
2024-03-15;Albertine;x;1;1;RAS;False;
2024-03-15;Tina;x;1;1;RAS;False;
2024-03-16;Nina;;0;1;RAS;False;
2024-03-16;NINA_TINA;;0;2;RAS;False;
2024-03-16;MARANS_TOTAL;;0;3;RAS;False;
2024-03-16;Albertine;;0;1;RAS;False;
2024-03-16;Tina;;0;1;RAS;False;
2024-03-17;Albertine;x;1;1;RAS;False;
2024-03-17;Nina;;0;1;RAS;False;
2024-03-17;NINA_TINA;x;1;2;RAS;False;
2024-03-17;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-17;Tina;x;1;1;RAS;False;
2024-03-18;Tina;x;1;1;RAS;False;
2024-03-18;NINA_TINA;x;1;2;RAS;False;
2024-03-18;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-18;Nina;;0;1;RAS;False;
2024-03-18;Albertine;;0;1;RAS;False;
2024-03-19;Nina;;0;1;RAS;False;
2024-03-19;Tina;x;1;1;RAS;False;
2024-03-19;NINA_TINA;x;1;2;RAS;False;
2024-03-19;Albertine;x;1;1;RAS;False;
2024-03-19;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-20;Tina;;0;1;RAS;False;
2024-03-20;MARANS_TOTAL;;0;3;RAS;False;
2024-03-20;Albertine;;0;1;RAS;False;
2024-03-20;NINA_TINA;;0;2;RAS;False;
2024-03-20;Nina;;0;1;RAS;False;
2024-03-21;Tina;x;1;1;RAS;False;
2024-03-21;Albertine;x;1;1;RAS;False;
2024-03-21;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-21;NINA_TINA;x;1;2;RAS;False;
2024-03-21;Nina;;0;1;RAS;False;
2024-03-22;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-22;Nina;;0;1;RAS;False;
2024-03-22;Tina;x;1;1;RAS;False;
2024-03-22;Albertine;x;1;1;RAS;False;
2024-03-22;NINA_TINA;x;1;2;RAS;False;
2024-03-23;Albertine;;0;1;RAS;False;
2024-03-23;NINA_TINA;x;1;2;RAS;False;
2024-03-23;Tina;x;1;1;RAS;False;
2024-03-23;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-23;Nina;;0;1;RAS;False;
2024-03-24;Tina;;0;1;RAS;False;
2024-03-24;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-24;Albertine;x;1;1;RAS;False;
2024-03-24;NINA_TINA;x;1;2;RAS;False;
2024-03-24;Nina;;0;1;RAS;False;
2024-03-25;Tina;x;1;1;RAS;False;
2024-03-25;Nina;;0;1;RAS;False;
2024-03-25;NINA_TINA;;0;2;RAS;False;
2024-03-25;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-25;Albertine;;0;1;RAS;False;
2024-03-26;Nina;;0;1;RAS;False;
2024-03-26;Tina;x;1;1;RAS;False;
2024-03-26;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-26;NINA_TINA;x;1;2;RAS;False;
2024-03-26;Albertine;x;1;1;RAS;False;
2024-03-27;MARANS_TOTAL;3;3;3;RAS;False;
2024-03-27;Nina;;0;1;RAS;False;
2024-03-27;Tina;x;1;1;RAS;False;
2024-03-27;NINA_TINA;x;1;2;RAS;False;
2024-03-27;Albertine;x;1;1;RAS;False;
2024-03-28;Nina;;0;1;RAS;False;
2024-03-28;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-28;Albertine;;0;1;RAS;False;
2024-03-28;NINA_TINA;x;1;2;RAS;False;
2024-03-28;Tina;x;1;1;RAS;False;
2024-03-29;Tina;x;1;1;RAS;False;
2024-03-29;NINA_TINA;;0;2;RAS;False;
2024-03-29;Albertine;x;1;1;RAS;False;
2024-03-29;Nina;;0;1;RAS;False;
2024-03-29;MARANS_TOTAL;2;2;3;RAS;False;
2024-03-30;Albertine;;0;1;RAS;False;
2024-03-30;MARANS_TOTAL;1;1;3;RAS;False;
2024-03-30;Tina;;0;1;RAS;False;
2024-03-30;Nina;;0;1;RAS;False;
2024-03-30;NINA_TINA;x;1;2;RAS;False;
2024-03-31;Albertine;x;1;1;RAS;False;
2024-03-31;Tina;x;1;1;RAS;False;
2024-03-31;NINA_TINA;x;1;2;RAS;False;
2024-03-31;Nina;;0;1;RAS;False;
2024-03-31;MARANS_TOTAL;3;3;3;RAS;False;
2024-04-01;Nina;;0;1;RAS;False;
2024-04-01;Albertine;;0;1;RAS;False;
2024-04-01;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-01;NINA_TINA;x;1;2;RAS;False;
2024-04-01;Tina;x;1;1;RAS;False;
2024-04-02;Tina;;0;1;RAS;False;
2024-04-02;MARANS_TOTAL;1;1;3;RAS;False;
2024-04-02;Nina;;0;1;RAS;False;
2024-04-02;NINA_TINA;;0;2;RAS;False;
2024-04-02;Albertine;x;1;1;RAS;False;
2024-04-03;MARANS_TOTAL;3;3;3;RAS;False;
2024-04-03;Nina;;0;1;RAS;False;
2024-04-03;Albertine;x(cassé);1;1;cassé;False;
2024-04-03;Tina;x;1;1;RAS;False;
2024-04-03;NINA_TINA;x;1;2;RAS;False;
2024-04-04;Albertine;;0;1;RAS;False;
2024-04-04;Tina;;0;1;RAS;False;
2024-04-04;MARANS_TOTAL;1;1;3;RAS;False;
2024-04-04;NINA_TINA;x;1;2;RAS;False;
2024-04-04;Nina;;0;1;RAS;False;
2024-04-05;Tina;x(cassé);1;1;cassé;False;
2024-04-05;Albertine;x;1;1;RAS;False;
2024-04-05;NINA_TINA;;0;2;RAS;False;
2024-04-05;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-05;Nina;;0;1;RAS;False;
2024-04-06;Tina;x;1;1;RAS;False;
2024-04-06;Albertine;x;1;1;RAS;False;
2024-04-06;NINA_TINA;x;1;2;RAS;False;
2024-04-06;Nina;;0;1;RAS;False;
2024-04-06;MARANS_TOTAL;3;3;3;RAS;False;
2024-04-07;NINA_TINA;x;1;2;RAS;False;
2024-04-07;Nina;;0;1;RAS;False;
2024-04-07;Tina;;0;1;RAS;False;
2024-04-07;MARANS_TOTAL;1;1;3;RAS;False;
2024-04-07;Albertine;;0;1;RAS;False;
2024-04-08;Tina;;0;1;RAS;False;
2024-04-08;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-08;Albertine;x;1;1;RAS;False;
2024-04-08;Nina;;0;1;RAS;False;
2024-04-08;NINA_TINA;x;1;2;RAS;False;
2024-04-09;NINA_TINA;x;1;2;RAS;False;
2024-04-09;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-09;Tina;x;1;1;RAS;False;
2024-04-09;Nina;;0;1;RAS;False;
2024-04-09;Albertine;;0;1;RAS;False;
2024-04-10;Tina;x;1;1;RAS;False;
2024-04-10;Nina;;0;1;RAS;False;
2024-04-10;MARANS_TOTAL;3;3;3;RAS;False;
2024-04-10;NINA_TINA;x;1;2;RAS;False;
2024-04-10;Albertine;x;1;1;RAS;False;
2024-04-11;Albertine;x?(cassé);1;1;cassé;True;
2024-04-11;Nina;;0;1;RAS;False;
2024-04-11;Tina;;0;1;RAS;False;
2024-04-11;MARANS_TOTAL;1;1;3;RAS;False;
2024-04-11;NINA_TINA;;0;2;RAS;False;
2024-04-12;Nina;;0;1;RAS;False;
2024-04-12;MARANS_TOTAL;1;1;3;RAS;False;
2024-04-12;Albertine;;0;1;RAS;False;
2024-04-12;NINA_TINA;x;1;2;RAS;False;
2024-04-12;Tina;;0;1;RAS;False;
2024-04-13;NINA_TINA;;0;2;RAS;False;
2024-04-13;Nina;;0;1;RAS;False;
2024-04-13;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-13;Albertine;x;1;1;RAS;False;
2024-04-13;Tina;x;1;1;RAS;False;
2024-04-14;MARANS_TOTAL;3;3;3;RAS;False;
2024-04-14;Tina;x;1;1;RAS;False;
2024-04-14;NINA_TINA;x;1;2;RAS;False;
2024-04-14;Nina;;0;1;RAS;False;
2024-04-14;Albertine;x;1;1;RAS;False;
2024-04-15;Nina;;0;1;RAS;False;
2024-04-15;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-15;Tina;x(cassé);1;1;cassé;False;
2024-04-15;Albertine;;0;1;RAS;False;
2024-04-15;NINA_TINA;x;1;2;RAS;False;
2024-04-16;MARANS_TOTAL;2;2;3;RAS;False;
2024-04-16;Albertine;x;1;1;RAS;False;
